OID_,unique_property_number,unique_building_number,property_area,building_area,mapping_block_number,height,age,use,data_level,Shape_Length,Shape_Area,OBJECTID,CID,FREQUENCY,MAX_Z,Volume
461,24077550,14537689,426.1,426.1,EG1213,14.8,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,106.3237633,426.0882448,461,461,50,14.85829666,6306.106023
462,23708334,14528950,72.2,433.3,EG1213,8.9,MODERN,RESIDENTIAL ONLY,FHAU,35.47963575,72.21341326,462,462,50,10.11531806,642.699378
463,23956155,14528960,113.7,348.7,EG1213,7.7,MODERN,RESIDENTIAL ONLY,FHAU,43.78010414,113.7401903,463,463,50,7.758340254,875.7994651
464,23707861,14529330,52.8,369.3,EG1213,8.8,MODERN,RESIDENTIAL ONLY,FHAU,30.72500197,52.75684222,464,464,50,12.14594845,464.2602115
465,24096923,14529374,1439.3,2501.1,EG1213,17.1,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,218.9812158,1439.282648,465,465,50,18.57907402,24611.73328
466,24021664,14538705,470.2,470.2,EG1214,12.6,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,140.206836,470.1605022,466,466,50,13.77772035,5924.022327
467,23871062,14529594,100.1,725.4,EG1213,8.2,MODERN,RESIDENTIAL ONLY,FHAU,40.04631954,100.1001666,467,467,50,12.60835523,820.8213662
468,23853886,14528946,1360.5,1360.5,EG1213,14.3,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,346.6690284,1360.490326,468,468,50,14.16828925,19455.01166
469,23936791,14528956,288.4,526.4,EG1213,14.3,MODERN,RESIDENTIAL ONLY,FHAU,72.63705167,288.3800122,469,469,50,16.22676923,4123.834175
470,23892398,14538585,239.3,239.3,EG1214,13.2,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,68.57691493,239.2831287,470,470,50,14.3876327,3158.537298
471,23807565,14529803,193.1,193.1,EG1213,18.5,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,77.5256064,193.1058415,471,471,50,19.87702536,3572.458067
472,23708325,14528953,51.4,359.6,EG1213,9.6,MODERN,RESIDENTIAL ONLY,FHAU,30.35811949,51.37194401,472,472,50,10.31321951,493.1706625
473,24031999,14476602,55.7,2903.1,EG1213,10,MODERN,RESIDENTIAL ONLY,FHAU,32.06764826,55.74006683,473,473,50,15.33383347,557.4006683
474,23708341,14528951,70.7,424.3,EG1213,9,MODERN,RESIDENTIAL ONLY,FHAU,34.59053418,70.7227088,474,474,50,14.22496304,636.5043792
475,23789749,14537800,64.9,938.2,EG1214,7.1,MODERN,RESIDENTIAL ONLY,FHAU,32.77343883,64.88425689,475,475,50,8.456399605,460.6782239
476,23707810,14529381,467.9,467.9,EG1213,9,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,96.17532306,467.8921304,476,476,50,10.09822539,4211.029174
477,23707818,14528954,53.3,373.3,EG1213,7.9,MODERN,RESIDENTIAL ONLY,FHAU,31.22339895,53.32556939,477,477,50,10.40457779,421.2719982
478,23708337,14528950,72.2,433.3,EG1213,8.1,MODERN,RESIDENTIAL ONLY,FHAU,35.4795157,72.21297591,478,478,50,10.09945774,584.9251048
479,24043441,14529622,254.2,5106.3,EG1213,19.5,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,66.63549851,254.2180706,479,479,50,24.14469408,4957.252377
480,23867900,14538597,128.9,128.9,EG1214,4,POSTWAR,RESIDENTIAL ONLY,FHAU,46.46744592,128.9343236,480,480,50,7.952163328,515.7372945
481,24017067,14538626,689.1,689.1,EG1214,6.2,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,117.4848893,689.1312796,481,481,50,72.0243219,4272.613934
482,23707827,14528933,359.5,359.5,EG1213,8.3,MODERN,RESIDENTIAL ONLY,FHAU,93.37281874,359.4788157,482,482,50,17.2538972,2983.67417
483,23708355,14528901,60.3,700.8,EG1213,9.6,MODERN,RESIDENTIAL ONLY,FHAU,31.52591217,60.26150222,483,483,50,14.74370914,578.5104213
484,23708332,14528951,69.6,424.3,EG1213,8.5,MODERN,RESIDENTIAL ONLY,FHAU,34.37098437,69.55225648,484,484,50,8.691999335,591.1941801
485,23949683,14528899,803.2,803.2,EG1213,7.2,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,196.3751216,803.2217777,485,485,50,5.012500265,5783.196799
486,24084253,14476602,218.2,2903.1,EG1213,14.3,MODERN,RESIDENTIAL ONLY,FHAU,63.07693397,218.2077064,486,486,50,16.0219912,3120.370201
487,23708327,14528951,84.8,424.3,EG1213,9.2,MODERN,RESIDENTIAL ONLY,FHAU,37.22358316,84.75988008,487,487,50,8.867625634,779.7908967
488,23924113,14529333,229.7,229.7,EG1213,17.9,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,67.89803316,229.6578718,488,488,50,20.67311375,4110.875904
489,23862063,14529622,304.7,5106.3,EG1213,17.7,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,78.94301466,304.7073271,489,489,50,21.1479445,5393.31969
490,23708357,14528901,99.9,700.8,EG1213,8.5,MODERN,RESIDENTIAL ONLY,FHAU,40.10211381,99.90035397,490,490,50,14.78975801,849.1530088
491,23847989,14529636,364.4,826.4,EG1213,8.2,HISTORIC,RESIDENTIAL ONLY,FHAU,103.6899142,364.4282098,491,491,50,18.82300523,2988.31132
492,24038436,14528965,164.2,462.3,EG1213,10.4,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,53.26901569,164.196138,492,492,50,11.33624443,1707.639835
493,23707821,14528954,53.3,373.3,EG1213,8.9,MODERN,RESIDENTIAL ONLY,FHAU,31.22343576,53.32581999,493,493,50,10.48241006,474.5997979
494,24087243,14529622,266.9,5106.3,EG1213,19.1,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,74.98601806,266.9291984,494,494,50,21.05545412,5098.347689
495,23707830,14528900,196.8,1320.9,EG1213,8.2,MODERN,RESIDENTIAL ONLY,FHAU,56.39458304,196.8076065,495,495,50,14.92851344,1613.822373
496,23794186,14538701,146.3,146.3,EG1214,13.4,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,52.92310047,146.257057,496,496,50,13.26310995,1959.844564
497,23708335,14528951,68.3,424.3,EG1213,7.9,MODERN,RESIDENTIAL ONLY,FHAU,34.1427998,68.33577097,497,497,50,8.550547701,539.8525907
498,24027994,14529596,1375,1375,EG1213,20.5,MODERN,RESIDENTIAL ONLY,FHAU,241.8334138,1374.988966,498,498,50,22.30330414,28187.27381
499,23923264,14538586,194.1,436,EG1214,13.6,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,62.22077592,194.1467073,499,499,50,14.15911464,2640.39522
500,23960688,14476523,1367.8,1367.8,EG1213,21.7,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,287.7742771,1367.756455,500,500,50,22.04722497,29680.31508
501,23707820,14528906,96.1,1010.8,EG1213,9.3,MODERN,RESIDENTIAL ONLY,FHAU,39.30274497,96.14847674,501,501,50,14.9712578,894.1808337
502,23985606,14529806,454.7,1287.4,EG1213,20.6,MODERN,RESIDENTIAL ONLY,FHAU,102.4473963,454.7196297,502,502,50,21.28912298,9367.224371
503,23707878,14528908,60.9,365.5,EG1213,9.2,MODERN,RESIDENTIAL ONLY,FHAU,31.91932342,60.92256596,503,503,50,11.02504731,560.4876069
504,24071204,14528905,399.8,399.8,EG1213,4.3,MODERN,RESIDENTIAL ONLY,FHAU,88.01635623,399.7581074,504,504,50,6.272471257,1718.959862
505,23707809,14529383,360.1,360.1,EG1213,9.6,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,78.45055485,360.0619185,505,505,50,10.13837197,3456.594417
506,24091285,14528983,94.1,1230.9,EG1213,12.2,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,42.65199125,94.07345534,506,506,50,13.31319671,1147.696155
507,23944555,14476602,148.5,2903.1,EG1213,14.3,MODERN,RESIDENTIAL ONLY,FHAU,48.71082394,148.5109584,507,507,50,15.3418506,2123.706705
508,23960488,14537670,853.4,853.4,EG1213,28.9,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,189.5127257,853.4302151,508,508,50,30.73563286,24664.13322
509,23922239,14528957,89.8,3343.1,EG1213,13.3,MODERN,RESIDENTIAL ONLY,FHAU,37.78676422,89.80264493,509,509,50,15.47729925,1194.375178
510,23708022,14528901,113.3,700.8,EG1213,8.3,MODERN,RESIDENTIAL ONLY,FHAU,42.58673863,113.3261934,510,510,50,14.76865014,940.6074051
511,23707804,14528910,1463.9,1463.9,EG1213,10,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,301.1018952,1463.854616,511,511,50,23.01344888,14638.54616
512,24101656,14538624,736.7,736.7,EG1214,9.8,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,121.0714588,736.7381569,512,512,50,70.17859143,7220.033938
513,28976339,18172235,174.7,174.7,EG1213,9.6,MODERN,RESIDENTIAL ONLY,FHAU,65.33587114,174.7041834,513,513,50,9.37923398,1677.160161
514,23784657,14537614,940.6,940.6,EG1313,24.7,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,176.6702114,940.635131,514,514,50,,23233.68774
515,23707978,14528900,109.7,1320.9,EG1213,9.2,MODERN,RESIDENTIAL ONLY,FHAU,42.04555817,109.7142884,515,515,50,14.87868501,1009.371453
516,23971772,14528957,86.1,3343.1,EG1213,14.7,MODERN,RESIDENTIAL ONLY,FHAU,37.05828145,86.08747347,516,516,50,15.47689019,1265.48586
517,23707850,14528937,42.5,339.9,EG1213,9.4,MODERN,RESIDENTIAL ONLY,FHAU,26.60404547,42.48918152,517,517,50,10.36843167,399.3983063
518,37734971,22429192,1439.8,1439.8,EG1213,0,MODERN,RESIDENTIAL ONLY,FAU,184.065723,1439.75495,518,518,50,45.73552886,0
519,23887210,14529622,268.9,5106.3,EG1213,21.9,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,77.28922042,268.9014998,519,519,50,23.60753365,5888.942845
520,23962453,14537819,56.9,3028.1,EG1214,12.5,MODERN,RESIDENTIAL ONLY,FHAU,30.2352019,56.85278944,520,520,50,13.79176471,710.6598681
521,23707847,14529335,48.8,390,EG1213,9.1,MODERN,RESIDENTIAL ONLY,FHAU,30.04992488,48.75549846,521,521,50,10.25729,443.6750359
522,24086125,14529593,226.9,1909,EG1213,14.9,UNCLASSIFIED,RESIDENTIAL ONLY,FHU,60.653986,226.9408768,522,522,50,15.74965673,3381.419065
523,23933010,14476600,56.7,401.1,EG1213,6.8,MODERN,RESIDENTIAL ONLY,FHAU,30.99862764,56.68602254,523,523,50,8.412038752,385.4649533
524,23946893,14538659,544.3,2816.7,EG1214,10,HISTORIC,RESIDENTIAL ONLY,FHAU,103.7115455,544.2956712,524,524,50,22.64676512,5442.956712
525,28975683,18172216,98.2,98.2,EG1213,9.1,MODERN,RESIDENTIAL ONLY,FHAU,39.19676944,98.18352596,525,525,50,11.29227172,893.4700863
526,23708356,14528901,69,700.8,EG1213,8.1,MODERN,RESIDENTIAL ONLY,FHAU,33.42547877,69.04091047,526,526,50,14.62471294,559.2313748
527,24040846,14538594,716.5,716.5,EG1214,3.3,SIXTIES SEVENTIES,RESIDENTIAL ONLY,FHAU,119.5665953,716.5021748,527,527,50,70.2272103,2364.457177
528,23708333,14528949,73.3,440.1,EG1213,9.3,MODERN,RESIDENTIAL ONLY,FHAU,35.66276302,73.3442634,528,528,50,10.20439516,682.1016496
529,37422455,22116676,458.7,458.7,EG1213,0,MODERN,RESIDENTIAL ONLY,FAU,106.0856954,458.7459,529,529,50,10.05899106,0
530,23708291,14528909,96.1,731.8,EG1213,8.1,MODERN,RESIDENTIAL ONLY,FHAU,39.33319755,96.09344426,530,530,50,14.05273265,778.3568985
531,37414019,22108240,458.1,458.1,EG1213,0,MODERN,RESIDENTIAL ONLY,FAU,105.1531332,458.0827,531,531,50,14.86275258,0
532,23707814,14528953,51.4,359.6,EG1213,8,MODERN,RESIDENTIAL ONLY,FHAU,30.35780454,51.37089898,532,532,50,12.88562435,410.9671918
533,23707881,14528906,189.4,1010.8,EG1213,8,MODERN,RESIDENTIAL ONLY,FHAU,57.84062811,189.4276529,533,533,50,14.59801533,1515.421223
534,23707975,14528900,144.6,1320.9,EG1213,8.4,MODERN,RESIDENTIAL ONLY,FHAU,48.1776773,144.6419867,534,534,50,14.93116817,1214.992689
535,23914220,14529640,2712.9,2712.9,EG1213,15.7,HISTORIC,RESIDENTIAL ONLY,FHAU,454.2761143,2712.920726,535,535,50,20.49672369,42592.8554
536,24024226,14538337,542.7,3693,EG1214,33.8,INTERWAR,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,105.7874088,542.7140942,536,536,50,38.09903756,18343.73639
537,28975605,18172229,1077.7,6556,EG1213,9.3,UNCLASSIFIED,GENERAL COMMERCIAL - MIXED USE,FHU,144.464037,1077.664265,537,537,50,9.524079727,10022.27766
538,23892400,14538348,202.3,2189.1,EG1214,26.8,MODERN,RESIDENTIAL WITH RETAIL ON GROUND FLOOR,FHAU,60.83959553,202.2921903,538,538,50,60.13414023,5421.4307
539,23933439,14529386,474,959.6,EG1213,15.6,INTERWAR,GENERAL COMMERCIAL - MIXED USE - DERELICT,FHAU,90.37774779,474.0290143,539,539,50,18.00748083,7394.852623
540,28972850,17885887,34.9,34.9,EG1214,17.8,UNCLASSIFIED,COMMUNITY - EDUCATIONAL,FHU,23.66372845,34.8576,540,540,50,7.886024253,620.46528
541,24034387,14528947,97.1,97.1,EG1213,2.4,NON BUILDING STRUCTURE,TRANSPORT,FHU,43.5580116,97.10284813,541,541,50,7.124359244,233.0468355
542,24024219,14538541,580,2315.4,EG1214,24.6,HISTORIC,GENERAL COMMERCIAL - MIXED USE - DERELICT,FHAU,109.2809721,580.0012621,542,542,50,30.62819524,14268.03105
543,24072322,14537965,359.8,359.8,EG1214,16.9,MODERN,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,FHAU,115.9725465,359.7577662,543,543,50,16.27155115,6079.906248
544,23785931,14538653,155.2,1471.3,EG1214,17.5,HISTORIC,OFFICE ONLY,FHAU,51.68047371,155.1543358,544,544,50,19.88013159,2715.200876
545,24014492,14529323,2376,2376,EG1213,12.9,HISTORIC,RECREATION AND LEISURE,FHAU,226.4368328,2376.035786,545,545,50,6.770800762,30650.86164
546,24017083,14537820,316,3173,EG1214,20.3,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,74.24175147,316.0340026,546,546,50,21.78735973,6415.490252
547,23707938,14528959,455.3,455.3,EG1213,15.6,UNCLASSIFIED,UNCLASSIFIED,FH,101.7785916,455.312898,547,547,50,8.083518219,7102.881208
548,24044109,14537790,3770,6878,EG1213,22.9,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,360.1668667,3770.007311,548,548,50,22.52920203,86333.16743
549,23775605,14538648,152.6,1432.2,EG1214,17.9,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,51.15823472,152.5693068,549,549,50,20.00151281,2730.990592
550,23908442,14538677,1819.3,9058.1,EG1214,28.3,MODERN,COMMUNITY - EDUCATIONAL,FHAU,249.9205095,1819.300914,550,550,50,30.27071908,51486.21587
551,24070376,14537831,450.2,11526.3,EG1214,20.6,MODERN,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,93.14275128,450.164647,551,551,50,22.71566811,9273.391728
552,23807558,14538417,175.5,1128.5,EG1214,19.2,HISTORIC,OFFICE ONLY,FHAU,54.37887218,175.5416202,552,552,50,22.95860019,3370.399109
553,23974736,14538648,161.3,1432.2,EG1214,17.7,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,52.24388014,161.3123958,553,553,50,21.20744367,2855.229405
554,23935336,14538532,172.4,1869.6,EG1214,14.9,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,53.70643515,172.415549,554,554,50,19.67114106,2568.991681
555,24002333,14538522,146.7,1840.9,EG1214,15.7,HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,50.33896284,146.6683601,555,555,50,18.10853108,2302.693254
556,23756355,14529368,179.8,571,EG1213,12.1,UNCLASSIFIED,UNCLASSIFIED,FH,71.77532427,179.8113699,556,556,50,8.078418386,2175.717576
557,23897590,14538629,3895.3,3895.3,EG1214,19.1,POSTWAR,TRANSPORT,FHAU,298.7133005,3895.299319,557,557,50,19.04952427,74400.217
558,23952690,14538474,278.4,2526.7,EG1214,19.9,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,66.76735684,278.3848304,558,558,50,19.80659075,5539.858126
559,23968247,14538287,472.8,1753.4,EG1214,27,POSTWAR,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,87.09365451,472.8434422,559,559,50,29.46570695,12766.77294
560,23881964,14538409,499.6,1732.1,EG1214,26.2,HISTORIC,OFFICE ONLY,FHAU,91.18607315,499.6096507,560,560,50,25.5516707,13089.77285
561,23755383,14537897,301.7,13265.2,EG1214,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,69.83344214,301.73524,561,561,50,19.78950484,4435.508029
562,24029241,14538482,1793.2,1793.2,EG1214,16.2,NON BUILDING STRUCTURE,TRANSPORT,FHU,182.9228426,1793.244942,562,562,50,21.95340444,29050.56807
563,23776864,14538473,367.5,1453.1,EG1214,18.4,MODERN,OFFICE ONLY,FHAU,88.65309183,367.4633349,563,563,50,21.12724673,6761.325363
564,28973928,18172176,100.1,100.1,EG1214,9.6,UNCLASSIFIED,UNCLASSIFIED,FH,39.87981705,100.1338165,564,564,50,12.58425869,961.2846382
565,24093692,14538320,618,618,EG1214,13.3,MODERN,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,FHAU,132.5799773,618.0352356,565,565,50,22.01627701,8219.868634
566,37646498,22340719,90.3,90.3,EG1214,0,UNCLASSIFIED,UNCLASSIFIED,F,39.04324352,90.2827,566,566,50,10.27259328,0
567,23806970,14538542,294.7,2296.2,EG1214,17.9,HISTORIC,OFFICE ONLY,FHAU,78.21823498,294.7452346,567,567,50,20.84473828,5275.9397
568,23792952,14528911,364.2,2210.7,EG1213,4.5,MODERN,GENERAL COMMERCIAL - MIXED USE,FHAU,76.33314432,364.1568576,568,568,50,6.385800566,1638.705859
569,23837680,14537659,1736.3,1736.3,EG1213,20.6,NON BUILDING STRUCTURE,TRANSPORT,FHU,183.916088,1736.295287,569,569,50,21.90086901,35767.68292
570,23853011,14529643,78,78,EG1213,5.7,NON BUILDING STRUCTURE,UTILITIES,FHU,35.38010124,77.95842978,570,570,50,4.767055877,444.3630497
571,23838306,14537785,309.2,1751.2,EG1213,27.1,MIXED AGE PART HISTORIC,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,FHAU,70.37552866,309.2005168,571,571,50,31.32715741,8379.334005
572,23898178,14538474,514.6,2526.7,EG1214,20.2,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,92.98353123,514.5747039,572,572,50,22.88430325,10394.40902
573,23934080,14537895,418.5,4455.1,EG1214,33.6,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,85.19917281,418.4833938,573,573,50,23.96664971,14061.04203
574,23912531,14529451,148.7,1266.6,EG1213,17.5,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,49.87156692,148.7103605,574,574,50,19.30450673,2602.431308
575,23754976,14538475,291.3,2172.8,EG1214,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,78.776749,291.2739434,575,575,50,19.43122776,4281.726968
576,23756476,14529382,152.7,152.7,EG1213,10.1,UNCLASSIFIED,UNCLASSIFIED,FH,53.90867911,152.7472947,576,576,50,6.51836695,1542.747676
577,23755056,14538663,472.4,5187.2,EG1214,19.3,UNCLASSIFIED,UNCLASSIFIED,FH,88.46936726,472.3652075,577,577,50,21.11574562,9116.648504
578,23929682,14538572,981,981,EG1214,22.6,HISTORIC,OFFICE ONLY,FHAU,145.1809522,980.9943072,578,578,50,26.07187939,22170.47134
579,23973683,14529625,456.1,3742.6,EG1213,16.5,HISTORIC,OFFICE ONLY,FHAU,91.87162726,456.0780857,579,579,50,19.70338754,7525.288414
580,23874230,14538652,567.4,1475.4,EG1214,15.4,HISTORIC,GENERAL COMMERCIAL - MIXED USE,FHAU,102.228432,567.3546973,580,580,50,19.74078961,8737.262339
581,23998582,14529448,259.4,2971,EG1213,6.6,POSTWAR,GENERAL COMMERCIAL - MIXED USE,FHAU,66.76472465,259.399241,581,581,50,7.718172744,1712.03499
582,23992087,14538643,636.2,1975.2,EG1214,19.1,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,101.0036532,636.1543565,582,582,50,19.69545041,12150.54821
583,23814015,14538294,668.1,2609.2,EG1214,25.3,HISTORIC,OFFICE ONLY,FHAU,107.3615164,668.0915244,583,583,50,30.37690336,16902.71557
584,23819177,14537843,2775.2,2775.2,EG1214,35.9,MIXED AGE PART HISTORIC,OFFICE ONLY,FHAU,237.7585733,2775.160654,584,584,50,37.36810621,99628.26747
585,23822572,14529625,368.3,3742.6,EG1213,15.5,HISTORIC,OFFICE ONLY,FHAU,114.0556346,368.2523047,585,585,50,19.89639938,5707.910723
586,23996056,14538531,476.9,2098.2,EG1214,17.9,HISTORIC,OFFICE ONLY,FHAU,90.28799984,476.890721,586,586,50,19.36644289,8536.343906
587,24080137,14538342,2772.7,2772.7,EG1214,21.7,POSTWAR,OFFICE ONLY,FHAU,327.3812075,2772.677275,587,587,50,22.919107,60167.09687
588,23810815,14537954,634.2,7312.4,EG1214,26.5,MIXED AGE PART HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,102.1903084,634.1858188,588,588,50,29.69420188,16805.9242
589,23957861,14538296,545.6,4406.2,EG1214,30.6,MIXED AGE PART HISTORIC,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,99.36219518,545.6148579,589,589,50,32.61709403,16695.81465
590,23967631,14538471,611.3,611.3,EG1214,16.6,MODERN,OFFICE ONLY,FHAU,114.3199721,611.3399318,590,590,50,24.24251403,10148.24287
591,23860105,14537839,1081.8,12130.5,EG1214,23.8,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,133.0062223,1081.810711,591,591,50,26.66119914,25747.09493
592,23867267,14537625,549,2905.5,EG1213,17.7,HISTORIC,OFFICE ONLY,FHAU,104.4209626,549.043276,592,592,50,19.06899919,9718.065986
593,24022949,14537819,285.7,3028.1,EG1214,19.7,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,68.17794311,285.6980204,593,593,50,21.47348447,5628.251003
594,23756217,14529398,472.1,3370.6,EG1213,9.9,UNCLASSIFIED,UNCLASSIFIED,FH,106.9750889,472.1011371,594,594,50,19.86276804,4673.801258
595,23826235,14537621,286.3,757,EG1213,11.2,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,73.4115162,286.2950241,595,595,50,18.62465817,3206.50427
596,23860737,14529641,748.9,748.9,EG1213,18.9,HISTORIC,COMMUNITY - RELIGIOUS,FHAU,113.9427401,748.8591648,596,596,50,49.25519555,14153.43821
597,23901985,14537562,538.2,1356.7,EG1213,4.3,INTERWAR,RETAIL ONLY,FHAU,112.7187281,538.1571434,597,597,50,8.325959579,2314.075717
598,23755104,14538523,203.4,3976.9,EG1214,8.6,UNCLASSIFIED,UNCLASSIFIED,FH,67.95909775,203.3680174,598,598,50,18.50389596,1748.96495
599,23926408,14538527,482.2,1683,EG1214,19.4,INTERWAR,OFFICE ONLY,FHAU,93.78796547,482.2309297,599,599,50,21.65144985,9355.280036
600,23821109,14537899,848.5,1998,EG1214,27.9,MIXED AGE PART INTERWAR,OFFICE WITH RETAIL ON GROUND FLOOR,FHAU,116.6294937,848.4822164,600,600,50,30.39517242,23672.65384
601,23923270,14537798,2964.8,6288.6,EG1214,30.9,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,269.0397713,2964.772376,601,601,50,23.73412688,91611.46641
602,23864694,14537572,433.5,433.5,EG1213,4,INTERWAR,RETAIL ONLY,FHAU,97.66707257,433.5127097,602,602,50,5.081076435,1734.050839
603,23829411,14538577,1747.2,1747.2,EG1214,22.6,MIXED AGE PART HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,178.8642485,1747.205253,603,603,50,22.3740097,39486.83872
604,23865387,14537579,213.3,213.3,EG1213,6.7,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,59.30118691,213.3034942,604,604,50,19.68903747,1429.133411
605,23847972,14538648,473.7,1432.2,EG1214,20.1,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,91.43638796,473.6672107,605,605,50,20.91476968,9520.710935
606,23755448,14537844,251.9,251.9,EG1214,14.7,UNCLASSIFIED,UNCLASSIFIED,FH,70.66301872,251.8708691,606,606,50,26.3264672,3702.501776
607,23902612,14538416,150.7,1662.7,EG1214,15.7,HISTORIC,OFFICE ONLY,FHAU,49.65488961,150.7038238,607,607,50,17.13786029,2366.050034
608,23955294,14538409,337.3,1732.1,EG1214,15.7,HISTORIC,OFFICE ONLY,FHAU,83.21933409,337.2609102,608,608,50,17.72391664,5294.99629
609,23846037,14538354,1340.4,2081.4,EG1214,35.4,MODERN,OFFICE ONLY,FHAU,154.8218395,1340.396121,609,609,50,37.68840853,47450.02267
610,23790431,14538609,2083.2,2083.2,EG1214,6.9,POSTWAR,COMMUNITY - EDUCATIONAL,FHAU,335.7739016,2083.169383,610,610,50,6.477361123,14373.86874
611,23980060,14529595,411.4,2966.6,EG1213,16.2,HISTORIC,OFFICE ONLY,FHAU,93.08640035,411.3709513,611,611,50,19.19416607,6664.209411
612,23889795,14537630,681,1969.7,EG1213,15.4,HISTORIC,OFFICE ONLY,FHAU,129.9989681,681.0434195,612,612,50,39.25658242,10488.06866
613,23798579,14538536,187.1,4905.9,EG1214,17.5,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,55.52432367,187.0588754,613,613,50,22.72098372,3273.530319
614,24034563,14529858,1455.1,1455.1,EG1213,12.6,POSTWAR,COMMUNITY - RELIGIOUS,FHAU,156.7671102,1455.06829,614,614,50,14.75584316,18333.86046
615,24096911,14537951,2605.8,3828.9,EG1214,19.9,MIXED AGE PART HISTORIC,RETAIL ONLY,FHAU,427.8038754,2605.835682,615,615,50,24.14776667,51856.13007
616,23756025,14529461,27,27,EG1213,12.1,UNCLASSIFIED,UNCLASSIFIED,FH,22.76747716,26.99963703,616,616,50,17.96240771,326.6956081
617,23828144,14538653,263.2,1471.3,EG1214,18.3,HISTORIC,OFFICE ONLY,FHAU,74.46249183,263.2373975,617,617,50,21.90968826,4817.244373
618,23914219,14537787,163.4,10396,EG1213,24.1,HISTORIC,OFFICE ONLY,FHAU,51.12762524,163.3771008,618,618,50,30.08450789,3937.388129
619,23933635,14529854,1381.8,1381.8,EG1213,15,POSTWAR,COMMUNITY - RELIGIOUS,FHAU,155.2593679,1381.770733,619,619,50,16.79482326,20726.56099
620,24087900,14537577,132.9,711.1,EG1213,20.1,HISTORIC,RETAIL WITH OFFICE/RESIDENTIAL ABOVE,FHAU,46.18589587,132.921769,620,620,50,22.09777267,2671.727558
621,24076903,14529449,64.9,64.9,EG1213,4.7,HISTORIC,COMMUNITY - INSTITUTIONAL AND COMMUNAL ACCOMMODATION,FHAU,32.35327161,64.88016478,621,621,50,8.022178768,304.9367745
